date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
17:38:11	26759/26759	---M-Z	200	added ('OK')	text/html	etag:W/%2219d3db3b2142db561f9a0fd97eba0a5a%22	https://cathyguo.net/	cathyguo.net/index.html	(from )
17:38:11	325/325	---M-Z	-1	error ('Open%20error%20when%20decompressing%20(can%20not%20create%20temporary%20file%20/tmp0.z)')	text/plain	date:Thu,%2008%20Sep%202022%2008:57:08%20GMT	https://cathyguo.net/robots.txt		(from )
17:38:12	27409/27409	---M-Z	200	added ('OK')	text/html	etag:W/%22e4ff75346b89f395c2f92bc4871cb008--gzip%22	https://cathyguo.net/about	cathyguo.net/about.html	(from https://cathyguo.net/)
17:38:14	27414/27414	---M-Z	200	added ('OK')	text/html	etag:W/%2253826442bca4c7f5e0f4dad6f4146f23--gzip%22	https://cathyguo.net/words	cathyguo.net/words.html	(from https://cathyguo.net/)
17:38:16	47487/47487	---M-Z	200	added ('OK')	text/html	etag:W/%22856adf6fc78615b91d55e5c87000c6b6--gzip%22	https://cathyguo.net/images	cathyguo.net/images.html	(from https://cathyguo.net/)
17:38:17	34236/34236	---M-Z	200	added ('OK')	text/html	etag:W/%22956276c95070cb37cc0f5bbc79975c39--gzip%22	https://cathyguo.net/hope	cathyguo.net/hope.html	(from https://cathyguo.net/)
17:38:18	28129/28129	---M-Z	200	added ('OK')	text/html	etag:W/%220fa6dada2e6d6cf012675586e4df48fc%22	https://cathyguo.net/the-master-key	cathyguo.net/the-master-key.html	(from https://cathyguo.net/hope)
17:38:20	28262/28262	---M-Z	200	added ('OK')	text/html	etag:W/%22ebd58bbe75d8fd8fc9e20c5609ea483c%22	https://cathyguo.net/leaving-the-seashore	cathyguo.net/leaving-the-seashore.html	(from https://cathyguo.net/hope)
17:38:21	29285/29285	---M-Z	200	added ('OK')	text/html	etag:W/%222b100f7c204a07b508ad70f3ea7ed381%22	https://cathyguo.net/there-is-the-kind-of-love-that-disarms-us	cathyguo.net/there-is-the-kind-of-love-that-disarms-us.html	(from https://cathyguo.net/hope)
17:38:23	28992/28992	---M-Z	200	added ('OK')	text/html	etag:W/%224c4ec61faecc6d7afd9a997815f4deb2--gzip%22	https://cathyguo.net/the-prayer-i-said	cathyguo.net/the-prayer-i-said.html	(from https://cathyguo.net/hope)
17:38:24	28308/28308	---M-Z	200	added ('OK')	text/html	etag:W/%22284f90c9729b21e0e66c8a7fc76a5b98--gzip%22	https://cathyguo.net/we-once-dreamed-the-same-dream	cathyguo.net/we-once-dreamed-the-same-dream.html	(from https://cathyguo.net/hope)
17:38:25	33025/33025	---MCZ	200	added ('OK')	text/html	etag:W/%22a2c18c46a6796fb500ded513d912a4bb--gzip%22	https://cathyguo.net/on-suburbia	cathyguo.net/on-suburbia.html	(from https://cathyguo.net/hope)
17:38:27	33949/33949	---MCZ	200	added ('OK')	text/html	etag:W/%22b87fce0c34ad9fef88fcc49f4af1a164--gzip%22	https://cathyguo.net/on-bangalore	cathyguo.net/on-bangalore.html	(from https://cathyguo.net/hope)
17:38:28	32850/32850	---MCZ	200	added ('OK')	text/html	etag:W/%228e12b8ee5a7195e27789aec585bb7b6b--gzip%22	https://cathyguo.net/on-leaving	cathyguo.net/on-leaving.html	(from https://cathyguo.net/hope)
17:38:29	30763/30763	---M-Z	200	added ('OK')	text/html	etag:W/%22427d37746ab3871226f58eb61db03377--gzip%22	https://cathyguo.net/on-signs	cathyguo.net/on-signs.html	(from https://cathyguo.net/hope)
17:38:31	31141/31141	---M-Z	200	added ('OK')	text/html	etag:W/%22e09a8bedca234c4ce526f050b95ae234%22	https://cathyguo.net/on-waiting	cathyguo.net/on-waiting.html	(from https://cathyguo.net/hope)
17:38:32	39982/39982	---MCZ	200	added ('OK')	text/html	etag:W/%2284b1a313c65e7f8d3a890ed5dc3ddd99--gzip%22	https://cathyguo.net/on-excavation	cathyguo.net/on-excavation.html	(from https://cathyguo.net/hope)
17:38:34	34182/34182	---M-Z	200	added ('OK')	text/html	etag:W/%22e86af73cd865d038c46fa4c21dab46a1--gzip%22	https://cathyguo.net/binsar	cathyguo.net/binsar.html	(from https://cathyguo.net/hope)
17:38:35	34721/34721	---MCZ	200	added ('OK')	text/html	etag:W/%22ed684574b72d9e39fe81df0e7fcc646a--gzip%22	https://cathyguo.net/invisible-men	cathyguo.net/invisible-men.html	(from https://cathyguo.net/hope)
17:38:37	34110/34110	---M-Z	200	added ('OK')	text/html	etag:W/%229cd6177c892693165a2030dd249c87ae--gzip%22	https://cathyguo.net/discovery-of-india	cathyguo.net/discovery-of-india.html	(from https://cathyguo.net/hope)
17:38:39	29456/29456	---M-Z	200	added ('OK')	text/html	etag:W/%2245215731ef88dbf970be7dd6f37d9e57--gzip%22	https://cathyguo.net/undoing-the-cypher	cathyguo.net/undoing-the-cypher.html	(from https://cathyguo.net/hope)
17:38:40	28172/28172	---M-Z	200	added ('OK')	text/html	etag:W/%22ac1cc373365d274dc6565a236bcd86ff--gzip%22	https://cathyguo.net/first-principles	cathyguo.net/first-principles.html	(from https://cathyguo.net/hope)
